,job_name,company,location,salary,skills_req,link
406,Genpact is hiring For Language specialist | Marawari | Marathi,Genpact,"Nagpur, Hyderabad/Secunderabad, Jaipur",Not disclosed,"BPO, customer service, non voice, hindi, Language Teaching, Meithi, Sinhalese, Calling",https://www.naukri.com/job-listings-genpact-is-hiring-for-language-specialist-marawari-marathi-genpact-india-private-limited-nagpur-hyderabad-secunderabad-jaipur-0-to-4-years-230222002888?src=jobsearchDesk&sid=16470884763088516&xp=9&px=21
407,BPBO - Business Operation Specialist - Hyderabad,Amazon,Hyderabad/Secunderabad,"3,25,000 - 4,00,000 PA.","excel, business operations, customer experience, IT Skills, Product Management, BPO, Customer Service, report generation",https://www.naukri.com/job-listings-bpbo-business-operation-specialist-hyderabad-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-0-to-4-years-100322010669?src=jobsearchDesk&sid=16470884763088516&xp=10&px=21
408,Direct Banking Voice Process & non Voice Process,Creative Hands HR Consultancy,"Hyderabad/Secunderabad, Ahmedabad, Chennai, Jaipur, Bangalore/Bengaluru, Mumbai (All Areas)","3,00,000 - 5,00,000 PA.","bpo, back office, data entry, voice, non voice, day shift, sitel, chat process",https://www.naukri.com/job-listings-direct-banking-voice-process-non-voice-process-creative-hands-hr-consultancy-hyderabad-secunderabad-ahmedabad-chennai-jaipur-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-280222002076?src=jobsearchDesk&sid=16470884763088516&xp=11&px=21
409,Business Operation Specialist - MBO - Hyderabad(2022),Amazon,Hyderabad/Secunderabad,"3,25,000 - 4,00,000 PA.","Product Management, Process Improvement, MS Office, Data Quality, fresher, Excel, Report Generation, Customer Experience",https://www.naukri.com/job-listings-business-operation-specialist-mbo-hyderabad-2022-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-0-to-4-years-251121001147?src=jobsearchDesk&sid=16470884763088516&xp=12&px=21
410,Investigation Specialist - FBA - Hyderabad,Amazon,Hyderabad/Secunderabad,"2,75,000 - 3,75,000 PA.","fresher, freshers, graduates, graduate, Advanced Excel, post graduates, Mba Fresher, good communications",https://www.naukri.com/job-listings-investigation-specialist-fba-hyderabad-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-0-to-4-years-131120003120?src=jobsearchDesk&sid=16470884763088516&xp=13&px=21
411,Software Engineer (developer / Programmer) 2021 Passout ca,Creative Hands HR Consultancy,"Hyderabad/Secunderabad, Ahmedabad, Chennai, Jaipur, Bangalore/Bengaluru, Mumbai (All Areas)","5,00,000 - 7,00,000 PA.","freshers, Software Engineering, software developer, c++, python, c, dotnet, software testing",https://www.naukri.com/job-listings-software-engineer-developer-programmer-2021-passout-ca-creative-hands-hr-consultancy-hyderabad-secunderabad-ahmedabad-chennai-jaipur-bangalore-bengaluru-mumbai-all-areas-0-to-4-years-120322001090?src=jobsearchDesk&sid=16470884763088516&xp=14&px=21
412,Business Operations Specialist - SPEX,Amazon,"Hyderabad/Secunderabad
(WFH during Covid)","3,25,000 - 4,00,000 PA.","Product Management, Data Quality, Excel, Report Generation, Customer Experience, Business Operations, Process Improvement, MS Office",https://www.naukri.com/job-listings-business-operations-specialist-spex-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-0-to-5-years-091121003642?src=jobsearchDesk&sid=16470884763088516&xp=15&px=21
413,Hiring For Customer Support Executive_Work from Home_Sal 15K !!!!,Job Seeks 4U Consultancy Services,"Kolkata, Hyderabad/Secunderabad, Pune, Gurez, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"BPO, hindi, 12th, MNC, customer service, Work from home, Office work, Day shift",https://www.naukri.com/job-listings-hiring-for-customer-support-executive-work-from-home-sal-15k-seeks-4u-consultancy-services-kolkata-hyderabad-secunderabad-pune-gurez-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-190321007203?src=jobsearchDesk&sid=16470884763088516&xp=16&px=21
414,Tech Mahindra is Hiring For International Voice Process,Tech Mahindra,Hyderabad/Secunderabad,"2,00,000 - 4,50,000 PA.","BPO, voice, technical support, troubleshooting, International Call Center, Convincing Power, internet troubleshooting, Voice Process",https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-international-voice-process-tech-mahindra-hyderabad-secunderabad-0-to-4-years-100322010454?src=jobsearchDesk&sid=16470884763088516&xp=17&px=21
415,Customer Service Representative,Sitel,Hyderabad/Secunderabad,Not disclosed,"Customer Service, Technical Support, Hardware, BPO, voice, inbound, Communication skills, Inbound Calls",https://www.naukri.com/job-listings-customer-service-representative-sitel-india-pvt-ltd-hyderabad-secunderabad-0-to-5-years-040322905730?src=jobsearchDesk&sid=16470884763088516&xp=18&px=21
416,Customer Support - Voice Process - Hyderabad,Genpact,Hyderabad/Secunderabad,Not disclosed,"BPO, voice, hindi, English, voice process, customer support",https://www.naukri.com/job-listings-customer-support-voice-process-hyderabad-genpact-india-private-limited-hyderabad-secunderabad-0-to-1-years-170222009855?src=jobsearchDesk&sid=16470884763088516&xp=19&px=21
417,Amazon - Selling Partner Support Associate (work from Home) - Mumbai,Amazon,Mumbai,"2,75,000 - 4,00,000 PA.","operations, Work from Home, seller support, customer service, home based, email support",https://www.naukri.com/job-listings-amazon-selling-partner-support-associate-work-from-home-mumbai-amazon-development-centre-india-pvt-ltd-mumbai-0-to-5-years-240122003606?src=jobsearchDesk&sid=16470884763088516&xp=20&px=21
418,Customer Care Executive/Voice and Chat Process/Work From Home/BPO,Tacten Tech Manpower,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru
(WFH during Covid)","1,25,000 - 2,00,000 PA.","BPO, Customer Service, Solving Queries, Inbound Calls, Calling, Customer Satisfaction, Voice Process, Inbound",https://www.naukri.com/job-listings-customer-care-executive-voice-and-chat-process-work-from-home-bpo-tacten-tech-manpower-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-2-years-100222006190?src=jobsearchDesk&sid=16470884967399431&xp=1&px=22
419,Hiring For Icici Lombard in Sales Voice Process (Vashi) Navi Mumbai,ICICI Lombard,"Thane, Panvel, Navi Mumbai","50,000 - 2,00,000 PA.","BPO, Upselling, hiring, Cross Selling, Inside Sales, sales process, Outbound Process, sales",https://www.naukri.com/job-listings-hiring-for-icici-lombard-in-sales-voice-process-vashi-navi-mumbai-icici-lombard-general-insurance-company-limited-thane-panvel-navi-mumbai-0-to-3-years-070322003104?src=jobsearchDesk&sid=16470884967399431&xp=2&px=22
420,Join as an HR! Virtual Interview - Immediate Joining -Earn 18K To 22K,gautam consultancy,"Kolkata, Indore, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Delhi / NCR","1,25,000 - 2,25,000 PA.","Bcom, Bba, Bca, Customer Service, Executive, Human Resource Management, Convincing Power, Sourcing",https://www.naukri.com/job-listings-join-as-an-hr-virtual-interview-immediate-joining-earn-18k-to-22k-gautam-consultancy-kolkata-indore-hyderabad-secunderabad-chennai-bangalore-bengaluru-delhi-ncr-0-to-5-years-040322004252?src=jobsearchDesk&sid=16470884967399431&xp=3&px=22
421,AR Callers,BLUE CHIP HR SOLUTIONS PVT LTD,"Kochi, Hyderabad, Chennai, Bengaluru, Trivandrum",Not disclosed,"Help Desk, Customer Service, data analysis, customer relationship, access controls, Technology, Telephony support, Asset Management",https://www.naukri.com/job-listings-ar-callers-blue-chip-hr-solutions-pvt-ltd-ernakulam-kochi-cochin-hyderabad-secunderabad-chennai-bengaluru-bangalore-trivandrum-0-to-5-years-281217500328?src=jobsearchDesk&sid=16470884967399431&xp=4&px=22
422,Front Office Executive,IMAGE CREATIVE EDUCATION PVT LTD,"Hyderabad, Chennai, Bengaluru, kerala",Not disclosed,"Front Office Executive, Front desk, Customer service",https://www.naukri.com/job-listings-front-office-executive-image-creative-education-pvt-ltd-hyderabad-secunderabad-chennai-bengaluru-bangalore-kerala-0-to-2-years-250320500121?src=jobsearchDesk&sid=16470884967399431&xp=5&px=22
423,Business Development Manager,Stencil,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","2,00,000 - 7,00,000 PA.","Territory Sales, flooring, laminate, Wood, Architecture, Inside Sales, business development management, Interiors",https://www.naukri.com/job-listings-business-development-manager-stencil-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-230222000129?src=jobsearchDesk&sid=16470884967399431&xp=6&px=22
424,Inside Sales Associate - Freshers,Stanza Living,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Vadodara","3,00,000 - 4,25,000 PA.","BPO, inbound, outbound, lead management, Inbound Sales, Customer Service, Inside Sales, Presales",https://www.naukri.com/job-listings-inside-sales-associate-freshers-dtwelve-spaces-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-vadodara-baroda-0-to-3-years-210222601271?src=jobsearchDesk&sid=16470884967399431&xp=7&px=22
425,Inside Sales Associate - Freshers,Stanza Living,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Vadodara","3,00,000 - 4,25,000 PA.","BPO, inbound, outbound, lead management, Inbound Sales, Customer Service, Inside Sales, Presales",https://www.naukri.com/job-listings-inside-sales-associate-freshers-dtwelve-spaces-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-vadodara-baroda-0-to-3-years-210222001269?src=jobsearchDesk&sid=16470884967399431&xp=8&px=22
426,medical professionals doctors surgeons,Talent Zone Consultant,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed,"Neuro, Consultant Neurosurgeon, General Surgeon, Cardiology",https://www.naukri.com/job-listings-medical-professionals-doctors-surgeons-talent-zone-consultant-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-6-years-200521501481?src=jobsearchDesk&sid=16470884967399431&xp=9&px=22
427,Inside Sales Associate/ Sr. Associate (Freshers Can apply),Stanza Living,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Vadodara","3,00,000 - 5,00,000 PA.","BPO, inbound, outbound, lead management, Inbound Sales, Customer Service, Inside Sales, Presales",https://www.naukri.com/job-listings-inside-sales-associate-sr-associate-freshers-can-apply-dtwelve-spaces-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-vadodara-baroda-0-to-3-years-180222605948?src=jobsearchDesk&sid=16470884967399431&xp=10&px=22
428,Inside Sales Associate/ Sr. Associate (Freshers Can apply),Stanza Living,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Vadodara","3,00,000 - 5,00,000 PA.","BPO, inbound, outbound, lead management, Inbound Sales, Customer Service, Inside Sales, Presales",https://www.naukri.com/job-listings-inside-sales-associate-sr-associate-freshers-can-apply-dtwelve-spaces-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-vadodara-baroda-0-to-3-years-180222005946?src=jobsearchDesk&sid=16470884967399431&xp=11&px=22
429,Desktop Support Engineer - L1,Dhii Health Tech Pvt Ltd,"Bengaluru, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",Not disclosed,"LAN, anti virus, technical, load, operating system, desktops, desktop support engineer, server support",https://www.naukri.com/job-listings-desktop-support-engineer-l1-dhii-health-tech-pvt-ltd-bengaluru-bangalore-bengaluru-bangalore-chennai-hyderabad-secunderabad-0-to-2-years-150715500545?src=jobsearchDesk&sid=16470884967399431&xp=12&px=22
430,Tech Mahindra Is Hiring Freshers For International Chat Process,Tech Mahindra Business Services,"Mumbai, Mumbai (All Areas)","2,50,000 - 2,75,000 PA.","UK Shift, fresher, International Voice Process, BPO, Customer Service, graduate freshers, live chat, Voice Process",https://www.naukri.com/job-listings-tech-mahindra-is-hiring-freshers-for-international-chat-process-tech-mahindra-business-services-limited-mumbai-mumbai-all-areas-0-to-0-years-120322002851?src=jobsearchDesk&sid=16470884967399431&xp=13&px=22
431,"Walk in Freshers Global banks & MNc,s Financial analyst/ Accounts /Tax",WISDOM BRIDGE MANAGEMENT CONSULTANTS,"Kolkata, Nagpur, Hyderabad/Secunderabad, Pune, Nanded, Ooty, Bangalore Rural, Chennai, Bangalore/Bengaluru","2,25,000 - 3,50,000 PA.","B.Com Freshers, ., Tax Analyst, Financial Analysis, MBA Freshers, B.com Freshers, Graduate Freshers, Sap FI Freshers, Accounts Receivable",https://www.naukri.com/job-listings-walk-in-freshers-global-banks-mnc-s-financial-analyst-accounts-tax-wisdom-bridge-management-consultants-kolkata-nagpur-hyderabad-secunderabad-pune-nanded-ooty-bangalore-rural-chennai-bangalore-bengaluru-0-to-5-years-120222002454?src=jobsearchDesk&sid=16470884967399431&xp=14&px=22
432,Endodontist,Medident Jobs,"Vijayawada, Hyderabad, Chennai, Bengaluru",Not disclosed,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",https://www.naukri.com/job-listings-endodontist-medident-jobs-vijayawada-hyderabad-secunderabad-chennai-bengaluru-bangalore-0-to-1-years-101117503020?src=jobsearchDesk&sid=16470884967399431&xp=15&px=22
433,Prosthodontist,Medident Jobs,"Vijayawada, Hyderabad, Chennai, Bengaluru",Not disclosed,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",https://www.naukri.com/job-listings-prosthodontist-medident-jobs-vijayawada-hyderabad-secunderabad-chennai-bengaluru-bangalore-0-to-1-years-101117503019?src=jobsearchDesk&sid=16470884967399431&xp=16&px=22
434,Periodontist,Medident Jobs,"Vijayawada, Hyderabad, Chennai, Bengaluru",Not disclosed,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",https://www.naukri.com/job-listings-periodontist-medident-jobs-vijayawada-hyderabad-secunderabad-chennai-bengaluru-bangalore-0-to-1-years-101117503018?src=jobsearchDesk&sid=16470884967399431&xp=17&px=22
435,Front Office Executive,Image,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed,"Front Office Executive, Customer service",https://www.naukri.com/job-listings-front-office-executive-image-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-100621500239?src=jobsearchDesk&sid=16470884967399431&xp=18&px=22
436,AR Caller Trainee (US Healthcare),Vee Technologies,"Hyderabad/Secunderabad, Salem, Chennai, Bangalore/Bengaluru",Not disclosed,"Legal process outsourcing, Claims, Analytical, Billing, Consulting, E-governance, Healthcare, US healthcare",https://www.naukri.com/job-listings-ar-caller-trainee-us-healthcare-vee-technologies-hyderabad-secunderabad-salem-chennai-bangalore-bengaluru-0-to-1-years-080222501018?src=jobsearchDesk&sid=16470884967399431&xp=19&px=22
437,RELATIONSHIP OFFICERS,Mse Financial Services Ltd,"Madurai, Vijayawada, Hyderabad, Salem, Chennai, Trichy, Coimbatore, Bengaluru",Not disclosed,Relationship,https://www.naukri.com/job-listings-relationship-officers-mse-financial-services-ltd-madurai-vijayawada-hyderabad-secunderabad-salem-chennai-trichy-coimbatore-bengaluru-bangalore-0-to-3-years-050220503326?src=jobsearchDesk&sid=16470884967399431&xp=20&px=22
438,Looking For Denial coders with CPC Certification in Bangalore,Adecco India Private Limited,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","2,50,000 - 6,00,000 PA.","senior medical coder, coding, Denial coder, multispecialty coding, medical coder, US Healthcare, Cpc Certified",https://www.naukri.com/job-listings-looking-for-denial-coders-with-cpc-certification-in-bangalore-adecco-india-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-040322007705?src=jobsearchDesk&sid=16470885172205766&xp=1&px=23
439,Hiring For a leading KPO/BPO - Bangalore,Zolo Stays,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","1,50,000 - 3,00,000 PA.","BPO, voice, non voice, hindi, KPO",https://www.naukri.com/job-listings-hiring-for-a-leading-kpo-bpo-bangalore-zolo-stays-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-1-years-040222007363?src=jobsearchDesk&sid=16470885172205766&xp=2&px=23
440,Desktop Support Engineer - L1,Dhii Health Tech Pvt Ltd,"Bengaluru, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad",Not disclosed,"LAN, anti virus, load, operating system, server support, configurations, support system, usage",https://www.naukri.com/job-listings-desktop-support-engineer-l1-dhii-health-tech-pvt-ltd-bengaluru-bangalore-bengaluru-bangalore-chennai-hyderabad-secunderabad-0-to-1-years-010216501804?src=jobsearchDesk&sid=16470885172205766&xp=3&px=23
441,Inbound Customer Care Executive - Day Shift,Hexaware Technologies,Navi Mumbai,"2,00,000 - 2,25,000 PA.","BPO, voice, inbound, hiring, customer care, inbound voice process, verbal communication",https://www.naukri.com/job-listings-inbound-customer-care-executive-day-shift-hexaware-technologies-limited-navi-mumbai-0-to-4-years-280222003310?src=jobsearchDesk&sid=16470885172205766&xp=4&px=23
442,Hiring Inside Sales Specialist - B2C - Goa,Aakash Institute,"Jalgaon, Panaji/Panjim, Nagpur, Pune, Margao, Solapur, Akola, Amravati, Mumbai (All Areas)","6,00,000 - 10,00,000 PA.","Admission Counselling, Educational Sales, Communication Skills, Sales, New Client Acquisition, B2C Sales, Education, Field Sales",https://www.naukri.com/job-listings-hiring-inside-sales-specialist-b2c-goa-aakash-institute-jalgaon-panaji-panjim-nagpur-pune-margao-solapur-akola-amravati-mumbai-all-areas-0-to-5-years-210222007537?src=jobsearchDesk&sid=16470885172205766&xp=5&px=23
443,CRE/Tele Executive/Sales Consultant,Royal Enfield,"Hyderabad/Secunderabad, Chennai","1,00,000 - 2,25,000 PA.","sales executive activities, cre, sales consulting",https://www.naukri.com/job-listings-cre-tele-executive-sales-consultant-royal-enfield-a-unit-of-eicher-motors-ltd-hyderabad-secunderabad-chennai-0-to-3-years-160222000963?src=jobsearchDesk&sid=16470885172205766&xp=6&px=23
444,Customer Operations-Analyst-Outbound Calling,eClerx,"Mumbai, Chandigarh",Not disclosed,"Communication skills, Customer Operations, Outbound Calling, Customer Service, Inbound Calls, Customer Care, Voice Process, International Voice",https://www.naukri.com/job-listings-customer-operations-analyst-outbound-calling-eclerx-services-ltd-mumbai-chandigarh-0-to-2-years-010322903542?src=jobsearchDesk&sid=16470885172205766&xp=7&px=23
445,Selling Partner Support Associate -SPS NA(Work from Home)- Delhi(2022,Amazon,Delhi / NCR,"3,00,000 - 4,00,000 PA.","Clearing, Email Support, Service Level, Problem Solving, customer care, MS Office, Operational Support, fresher",https://www.naukri.com/job-listings-selling-partner-support-associate-sps-na-work-from-home-delhi-2022-amazon-development-centre-india-pvt-ltd-delhi-ncr-0-to-5-years-251121001345?src=jobsearchDesk&sid=16470885172205766&xp=8&px=23
446,Selling Partner Support Associate -SPS NA(Work from Home)- Pune(2022),Amazon,Pune,"3,00,000 - 4,00,000 PA.","Clearing, Email Support, Service Level, Customer Service, MS Office, Operational Support, fresher, Excel",https://www.naukri.com/job-listings-selling-partner-support-associate-sps-na-work-from-home-pune-2022-amazon-development-centre-india-pvt-ltd-pune-0-to-5-years-251121001199?src=jobsearchDesk&sid=16470885172205766&xp=9&px=23
447,Selling Partner Support Associate(Work from Home - SPS IN -Delhi(2022),Amazon,Remote,"3,00,000 - 4,00,000 PA.","Clearing, Email Support, Service Level, Customer Service, Contact Center, Inbound, MS Office, Operations",https://www.naukri.com/job-listings-selling-partner-support-associate-work-from-home-sps-in-delhi-2022-amazon-development-centre-india-pvt-ltd-delhi-ncr-0-to-5-years-251121001016?src=jobsearchDesk&sid=16470885172205766&xp=10&px=23
448,HR Advisor,AstraZeneca Pharma India,"Bangalore/Bengaluru, bangalore",Not disclosed,"HRMS, Payroll, HR Operations, Workday",https://www.naukri.com/job-listings-hr-advisor-astrazeneca-pharma-india-bangalore-bengaluru-bangalore-0-to-0-years-210222907648?src=jobsearchDesk&sid=16470885172205766&xp=11&px=23
449,Amazon Hiring For TRON Associate Bangalore/Karnataka,Amazon,"Bangalore/Bengaluru, Karnataka","2,50,000 - 2,75,000 PA.","Performance Metrics, Excel, MS Outlook, Analytical, Problem Solving, Data Security, Internet, Night Shift",https://www.naukri.com/job-listings-amazon-hiring-for-tron-associate-bangalore-karnataka-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-karnataka-0-to-3-years-120122004640?src=jobsearchDesk&sid=16470885172205766&xp=12&px=23
450,Brand Leader - Respiratory,AstraZeneca Pharma India,"Bangalore/Bengaluru, bangalore",Not disclosed,"Product management, prelaunch, Strategic Marketing, Branding, Marketing",https://www.naukri.com/job-listings-brand-leader-respiratory-astrazeneca-pharma-india-bangalore-bengaluru-bangalore-0-to-0-years-230222911054?src=jobsearchDesk&sid=16470885172205766&xp=13&px=23
451,LMAQ - Quality Associate (Level 2) Bangalore,Amazon,"Bangalore/Bengaluru
(WFH during Covid)","2,50,000 - 2,75,000 PA.","bpo, Customer Service, Non Voice Process, mca, Bpo Non Voice, mba, Technical Services, Communication Skills",https://www.naukri.com/job-listings-lmaq-quality-associate-level-2-bangalore-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-0-to-2-years-090222004275?src=jobsearchDesk&sid=16470885172205766&xp=14&px=23
452,Hiring Fresher For Non Voice process-Mphasis Bangalore,Mphasis,Bangalore/Bengaluru,"2,00,000 PA.","Backend, fresher, Typing Speed, Capital Market, Stock Market, Night Shift, Non Voice",https://www.naukri.com/job-listings-hiring-fresher-for-non-voice-process-mphasis-bangalore-mphasis-limited-bangalore-bengaluru-0-to-0-years-120421009799?src=jobsearchDesk&sid=16470885172205766&xp=15&px=23
453,IT Support Specialist - L1,Twilio,Bangalore/Bengaluru,Not disclosed,"IT services, Computer science, SAN, IT support, Manager Technology, Healthcare, Wellness, User support",https://www.naukri.com/job-listings-it-support-specialist-l1-twilio-bangalore-bengaluru-0-to-2-years-110322501825?src=jobsearchDesk&sid=16470885172205766&xp=16&px=23
454,Customer Care Executive,Allsec Technologies Limited,Bangalore/Bengaluru,"1,50,000 - 2,00,000 PA.","customer care, Customer Relationship, Customer Service, Customer Support, Sales, Voice Process, Corporate Sales, Voice Support",https://www.naukri.com/job-listings-customer-care-executive-allsec-technologies-limited-bangalore-bengaluru-0-to-0-years-080322002263?src=jobsearchDesk&sid=16470885172205766&xp=17&px=23
455,Seller Support Associate SPS Bangalore - Work from Office(2022),Amazon,Bangalore/Bengaluru,"3,00,000 - 4,00,000 PA.","Service Level, Mozilla, Customer Service, Email, Partner Support, Firefox, Communication Skills, fresher",https://www.naukri.com/job-listings-seller-support-associate-sps-bangalore-work-from-office-2022-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-0-to-5-years-251121001055?src=jobsearchDesk&sid=16470885172205766&xp=18&px=23
456,Walk-in | Rebel foods is hiring Fresher _ Work from office,Faaso's,Pune,Not disclosed,"advisor, Customer Support, Good Communication In English, Sales, Cce, Research analyst, Customer Care, Fresher",https://www.naukri.com/job-listings-walk-in-rebel-foods-is-hiring-fresher-work-from-office-rebel-foods-private-limited-pune-0-to-1-years-250222009594?src=jobsearchDesk&sid=16470885172205766&xp=19&px=23
457,Walk-in | Rebel foods is hiring For Social Media _ Work from office,Faaso's,Pune,Not disclosed,"Email, Cce, Social Media, Customer Satisfaction, Twitter, Linkedin, Customer Support, Client Servicing",https://www.naukri.com/job-listings-walk-in-rebel-foods-is-hiring-for-social-media-work-from-office-rebel-foods-private-limited-pune-0-to-3-years-250222009454?src=jobsearchDesk&sid=16470885369656969&xp=1&px=24
458,Fresher -- Spot Offer,Desicrew Solutions Pvt Ltd,"Madurai, Udupi, Salem, Ahmedabad, Chennai, Tiruchirapalli/Trichy, Kanyakumari, Bangalore/Bengaluru, Mumbai (All Areas)","70,000 - 1,25,000 PA.","BPO, hindi, Customer Service, Coordination, Non Voice Process, Solving Queries, Back Office Management, KPO",https://www.naukri.com/job-listings-fresher-spot-offer-desicrew-solutions-pvt-ltd-madurai-udupi-salem-ahmedabad-chennai-tiruchirapalli-trichy-kanyakumari-bangalore-bengaluru-mumbai-all-areas-0-to-1-years-220222001255?src=jobsearchDesk&sid=16470885369656969&xp=2&px=24
459,Hiring Freshers For Non-Voice Process (Walk-in interview),Wipro,"Bangalore/Bengaluru(Sarjapur)
(WFH during Covid)",Not disclosed,"Communication Skills, Typing Speed, Written Communication, Non Voice Process, Information Processing, Computer",https://www.naukri.com/job-listings-hiring-freshers-for-non-voice-process-walk-in-interview-wipro-limited-bangalore-bengaluru-0-to-1-years-191221000523?src=jobsearchDesk&sid=16470885369656969&xp=3&px=24
460,Customer Care Representative,Concentrix,Gurgaon/Gurugram,"1,50,000 - 2,25,000 PA.","inbound, customer care, BPO, outbound, Inbound Process, Domestic BPO, Voice Process",https://www.naukri.com/job-listings-customer-care-representative-concentrix-daksh-services-india-private-limited-gurgaon-gurugram-0-to-0-years-120322002601?src=jobsearchDesk&sid=16470885369656969&xp=4&px=24
461,Insurance Specialist| Walk in Drive at Mysore on 12th March,Infosys BPM,Mysore/Mysuru,Not disclosed,"BPO, data entry, standard operating procedures, talent acquisition, hiring, recruitment, hr, training",https://www.naukri.com/job-listings-insurance-specialist-walk-in-drive-at-mysore-on-12th-march-infosys-bpm-limited-mysore-mysuru-0-to-4-years-110322002671?src=jobsearchDesk&sid=16470885369656969&xp=5&px=24
462,Telecaller - Bangalore - HSR layout (work from office),ElasticRun,Bangalore/Bengaluru,Not disclosed,"tele caller, sales call center, Outbound Sales, outbound, Telecalling, Back Office, outbound process, Backend Operations",https://www.naukri.com/job-listings-telecaller-bangalore-hsr-layout-work-from-office-ntex-transportation-services-private-limited-bangalore-bengaluru-0-to-3-years-110322002213?src=jobsearchDesk&sid=16470885369656969&xp=6&px=24
463,International Customer Care Executive,24 7 ai,Bangalore/Bengaluru,"2,00,000 - 3,00,000 PA.","Customer Support, excellent customer service skills, Customer Care, able to interact with customers via call, Voice Process, Good logical reasoning & analytical skills, Excellent Verbal Communication skills",https://www.naukri.com/job-listings-international-customer-care-executive-24-7-customer-private-ltd-bangalore-bengaluru-0-to-3-years-110122009239?src=jobsearchDesk&sid=16470885369656969&xp=7&px=24
464,Immediate openings For BPO Voice Process,Allsec Technologies Limited,Bangalore/Bengaluru,"1,00,000 - 2,00,000 PA.","voice process, bpo voice, BPO, voice, hindi, Domestic BPO, Call Center",https://www.naukri.com/job-listings-immediate-openings-for-bpo-voice-process-allsec-technologies-limited-bangalore-bengaluru-0-to-1-years-100322004191?src=jobsearchDesk&sid=16470885369656969&xp=8&px=24
465,customer Care executive,Allsec Technologies Limited,Bangalore/Bengaluru,"1,75,000 - 2,00,000 PA.","BPO, voice, voice process, bpo voice, calling, customer care",https://www.naukri.com/job-listings-customer-care-executive-allsec-technologies-limited-bangalore-bengaluru-0-to-1-years-080322003980?src=jobsearchDesk&sid=16470885369656969&xp=9&px=24
466,IFS- E&C Services- Independence Compliance-Associate,PwC,Bangalore/Bengaluru,Not disclosed,"Financial statements, Leadership development, Managed services, Compliance, Litigation, IFS, Capital market, Risk management",https://www.naukri.com/job-listings-ifs-e-c-services-independence-compliance-associate-pricewaterhouse-coopers-private-limited-bangalore-bengaluru-0-to-2-years-291121501745?src=jobsearchDesk&sid=16470885369656969&xp=10&px=24
467,Customer Service Associate,Teleperformance,Kolkata,"1,75,000 - 2,00,000 PA.","Customer Support, customer service, Telecalling, Customer Care, Domestic BPO, Voice Process, problem resolution",https://www.naukri.com/job-listings-customer-service-associate-teleperformance-global-services-pvt-ltd-kolkata-0-to-5-years-240222007965?src=jobsearchDesk&sid=16470885369656969&xp=11&px=24
